"RID","AnnualFee_1","AnnualFee_2","AnnualFee_3","AnnualFee_4","AnnualFee_5","Rewards_1","Rewards_2","Rewards_3","Rewards_4","InterestRate_1","InterestRate_2","InterestRate_3","InterestRate_4","InterestRate_5","InterestRate_6","Fees_1","Fees_2","Fees_3","CreditLimit_1","CreditLimit_2","CreditLimit_3","CreditLimit_4","CreditLimit_5","CreditLimit_6"
"R_3qxHxgRTcMZS5UA"," 2.687451e+00"," 4.767025e-01","-0.5347934188","-2.951903241"," 0.3225429898","-1.394598223"," 0.8121839032"," 2.176867e-01"," 3.647276e-01"," 3.054477077"," 1.712948931"," 1.264753e+00","-8.113042e-01","-1.8765011376","-3.344373600","-2.920983e-01","-1.7859732301"," 2.0780715540"," 9.217442e-02"," 0.8074960398"," 0.1366829721","-2.898536e-02","-0.3292750172","-0.6780930631"
"R_3m4OXohVqmhG3ht"," 4.348362e-01"," 2.523949e-01"," 1.1576206870","-0.048782618","-1.7960691474","-1.058441944"," 1.0188983034","-1.957250e-01"," 2.352686e-01"," 0.207381217"," 0.839285858"," 1.001153e+00","-2.368852e-01","-0.5109434452","-1.299991474","-2.037829e-01","-0.9374052518"," 1.1411881237","-5.961900e-01","-0.3942447240"," 0.1476645371"," 6.933804e-01"," 0.2949966461","-0.1456068962"
"R_3hcEQfgGhZSbudy"," 2.569246e+00"," 1.121162e-01","-1.1654870911","-3.030545298"," 1.5146698627","-1.578561855"," 1.0681727899","-7.668282e-02"," 5.870719e-01"," 2.225992801"," 1.377617751"," 9.442170e-01","-4.396138e-01","-1.4582791812","-2.649934548"," 1.681179e-01","-1.4343314125"," 1.2662135252"," 1.107033e+00"," 0.6148339818"," 0.6488909180"," 1.709309e-01","-0.5893607502","-1.9523284133"
"R_1LdttZwDIzDmlwW"," 2.886565e+00"," 7.152399e-01","-1.3416342444","-1.325257734","-0.9349124661","-0.423870483"," 0.3863215881"," 1.603619e-01","-1.228130e-01"," 0.540194348"," 1.432283366"," 2.988533e-01"," 3.633121e-01","-0.9818259011","-1.652817250"," 3.904294e-01","-1.0434539543"," 0.6530245626","-1.202790e+00"," 0.5798067396"," 0.4485038213"," 8.680399e-01","-0.4824459902","-0.2111147204"
"R_2YX5BU2S471iOq7"," 2.674246e+00"," 8.397004e-01","-0.5683327265","-1.317633297","-1.6279806909","-1.163827526"," 0.5960831500"," 6.474014e-01","-7.965704e-02"," 1.724011830"," 1.762954225"," 7.993694e-01","-1.633801e-01","-2.1027209387","-2.020234359","-1.169488e-01","-0.4041677564"," 0.5211165577","-3.081376e+00","-2.1785549506","-0.2175419943"," 9.151055e-02"," 2.6385784827"," 2.7473842513"
"R_3Jz9OSNIUjUTEOr"," 2.615689e+00"," 2.269374e-01","-0.3511213806","-2.521160469"," 0.0296558074","-2.123348798"," 0.9328111923"," 1.158504e+00"," 3.203407e-02"," 2.909986695"," 2.275469603"," 1.025376e+00","-3.394777e-01","-2.1808872918","-3.690466912"," 2.922208e-01","-2.0062476443"," 1.7140268641","-2.912807e+00","-0.7084223164"," 0.0115594411"," 9.389138e-01"," 1.1669181919"," 1.5038376981"
"R_0GsvZ2Nqp0UZcOJ"," 5.164515e-01"," 1.295416e-01"," 0.3189381081"," 0.625179241","-1.5901104341","-1.900501256"," 0.9715787552"," 1.115392e+00","-1.864694e-01"," 1.917931331"," 0.790714522"," 7.089099e-01"," 2.587033e-01","-1.8584907691","-1.817768256"," 9.315202e-03","-2.2673551815"," 2.2580399791","-2.050647e+00","-0.3605193871"," 0.0399599021"," 1.219359e+00"," 0.4447943038"," 0.7070524034"
"R_3pfNlmZ8iltJiXH"," 3.033199e+00"," 2.724568e-01","-1.4397947055","-2.495933377"," 0.6300719332","-2.388875807"," 1.1317885073"," 9.517840e-01"," 3.053033e-01"," 1.934556925"," 0.840131223"," 1.143215e+00","-2.945398e-01","-0.9550891376","-2.668274341"," 4.037760e-01","-1.7818497100"," 1.3780737345","-1.045789e+00","-0.0094605358"," 0.7345475463"," 2.376640e-01"," 0.3948410920","-0.3118034225"
"R_Z3l0PlXunJjsEhz"," 3.723439e+00"," 1.670914e-01","-1.9582708060","-3.288851641"," 1.3565919334","-1.242495196"," 0.9211767125"," 2.578804e-01"," 6.343808e-02"," 0.471926207"," 1.178039969"," 4.025609e-01","-8.836871e-02","-1.0610164675","-0.903141874","-8.562852e-02","-0.7097741286"," 0.7954026528","-3.224715e+00","-1.0839533689","-0.0698382152"," 8.209553e-01"," 1.5780545165"," 1.9794963127"
"R_2TtwEwDW5ppJXGF"," 2.702465e+00","-4.171569e-02","-1.2396298907","-1.668014424"," 0.2468948169","-1.207719610"," 0.3800645051"," 5.348983e-01"," 2.927568e-01"," 1.534038873"," 2.473275544"," 8.982442e-01","-4.290192e-01","-2.1678326586","-2.308706780","-3.182886e-01","-0.8056585884"," 1.1239471847","-3.091088e+00","-2.0950844243","-0.1554024998"," 6.702098e-01"," 2.5092142055"," 2.1621509325"
"R_28Y6DO6SjoynKQ9"," 3.201031e+00","-6.368739e-01","-1.3422497527","-3.411885833"," 2.1899780642"," 0.360019208","-0.3276766762","-2.743138e-01"," 2.419713e-01"," 0.235617502","-0.006638040"," 6.215579e-01","-2.020295e-01"," 0.1451733305","-0.793681130","-2.008967e-01","-0.9100357347"," 1.1109324391","-1.131318e+00"," 1.1275700165"," 0.2372381522"," 4.141819e-01","-0.2740368359","-0.3736348658"
"R_2txPA9zCy06lII1"," 2.848857e+00","-3.342153e-01","-1.4402961899","-2.879094860"," 1.8047489603","-1.340220878"," 0.6821448796"," 4.327015e-01"," 2.253745e-01"," 1.775551563"," 0.867475426"," 8.238237e-02"," 7.136110e-02","-1.1094594210","-1.687311034","-3.230908e-02","-1.4397841204"," 1.4720931989","-2.091732e+00","-0.3148354505"," 0.3883148521"," 8.901319e-01"," 0.7635529491"," 0.3645672682"
"R_1DXUl1Q3iy1xxTJ"," 2.747059e+00"," 6.064048e-01","-1.0907632253","-2.572624648"," 0.3099242612","-1.443405362"," 1.4975650490","-1.818688e-02","-3.597280e-02"," 1.939309545"," 1.403826074"," 1.327452e+00","-4.340048e-01","-1.4424399086","-2.794142932"," 4.541426e-01","-2.1692978921"," 1.7151552800"," 1.632946e-01"," 0.8754276253"," 1.0671399050"," 2.145936e-01","-0.5611233221","-1.7593323905"
"R_1QtJt2zOyWSaIUi"," 1.383613e+00","-1.631490e-01"," 0.3018602513","-1.132540630","-0.3897839007","-2.356643136"," 1.0901820597"," 8.546270e-01"," 4.118340e-01"," 0.556457224"," 0.223908289"," 3.923226e-01"," 3.279362e-01","-0.4662979150","-1.034326458"," 2.284736e-01","-1.9391458814"," 1.7106722820","-1.908436e+00","-1.3162501334","-0.3572415834"," 1.087286e+00"," 0.6898377729"," 1.8048041302"
"R_21BO6gKviSrdsLT"," 1.928855e+00","-4.862982e-01","-0.8469498256","-2.002890316"," 1.4072830647","-0.049995915","-0.2981454740"," 2.559481e-01"," 9.219332e-02"," 0.120136005"," 0.480336817","-7.876010e-03"," 3.052165e-01","-0.4174673916","-0.480345956","-5.293405e-01"," 0.9923274811","-0.4629869917","-1.659849e+00","-0.0390036779","-0.2015938639"," 5.987070e-01"," 0.8059342411"," 0.4958053477"
"R_3P7F269NjqDs5YI"," 1.119499e+00"," 2.184029e-01","-1.0709467892","-1.225342219"," 0.9583870064","-1.299978081"," 0.1836611893"," 6.909318e-01"," 4.253851e-01"," 1.844234578"," 1.018140325","-1.785401e-01","-9.768590e-01","-1.1764971873","-0.530478619"," 5.123229e-02","-1.4552434683"," 1.4040111768","-1.973994e+00"," 0.3081590704"," 0.2045376384"," 1.315338e+00"," 0.6648963165","-0.5189364233"
"R_3s0MReCXxgBtukG"," 3.238221e+00","-3.364145e-01","-1.2620245733","-3.395207634"," 1.7554257140","-1.538869130"," 0.4376314090"," 1.849438e-01"," 9.162939e-01"," 1.534681780"," 1.298213266"," 8.661780e-01","-4.768298e-01","-0.9345913665","-2.287651879","-6.058138e-01","-0.1790084619"," 0.7848223024","-2.660472e+00","-1.1281637496","-0.4320476666"," 7.326991e-01"," 1.4854802699"," 2.0025041529"
"R_2cipEoYIpaOybJB"," 4.224306e+00"," 5.528668e-01","-1.7329445509","-3.716606246"," 0.6723784463","-1.018161647"," 1.0051966222"," 1.120886e-01","-9.912356e-02"," 2.773753076"," 1.937752571"," 1.174807e+00","-7.458818e-01","-1.9806083707","-3.159822915"," 2.816274e-01","-1.4305374429"," 1.1489100063","-1.297225e+00"," 0.1254777473"," 0.7920744238"," 1.351845e-01"," 0.1212489955"," 0.1232397366"
"R_2tfe4mTUHStVXX1"," 1.900226e+00"," 3.457863e-01"," 0.0628095770","-2.182391287","-0.1264303638","-1.355967217"," 0.5908235065"," 5.415501e-01"," 2.235936e-01"," 2.896608544"," 0.958210358"," 1.266338e+00","-1.631649e-01","-1.8436060016","-3.114386296"," 2.185053e-01","-1.2928621339"," 1.0743568077"," 3.655950e-01"," 0.8442729600"," 1.4488908788","-8.701642e-02","-0.7106005486","-1.8611419138"
"R_3qjSjxCgnDtoXJy"," 3.676336e+00"," 4.574752e-01","-0.4639451541","-3.469887627","-0.1999779975","-1.748515247"," 0.7927530160"," 3.089332e-01"," 6.468291e-01"," 2.256865765"," 1.306800490"," 1.038238e+00","-6.257303e-01","-0.8474187424","-3.128754998","-1.572490e-01","-0.8880036140"," 1.0452526114","-2.813335e+00","-1.1989165130"," 0.2451174696"," 6.496568e-01"," 1.7680907333"," 1.3493862652"
"R_O6SFBhN23TVRw8p"," 3.267867e+00"," 9.448787e-02","-1.4875475570","-2.839271574"," 0.9644638362","-0.902610670"," 0.9244312726","-5.627108e-01"," 5.408902e-01"," 1.172289816"," 0.775959062"," 6.976433e-01"," 6.179419e-01","-0.6820827394","-2.581751358"," 6.300183e-01","-1.3724473710"," 0.7424290360","-1.188769e+00"," 0.5254459134"," 0.8837950006","-2.734554e-01"," 0.3371690718","-0.2841858025"
"R_3qOQg7Igmwn3VTo"," 3.632199e+00"," 2.236892e-01","-1.9292245306","-3.364812666"," 1.4381490257","-0.768827747"," 0.5771133141","-6.936594e-02"," 2.610804e-01"," 0.595521933"," 0.887886282"," 4.799500e-02"," 2.667581e-01","-1.2288434611","-0.569317890","-4.162063e-02","-0.3015272377"," 0.3431478648"," 7.083091e-01"," 0.7071520408"," 0.5946165271","-6.188365e-01","-0.2899323579","-1.1013088141"
"R_3MMXZcIRI6htPNw"," 2.143089e+00"," 8.166796e-01","-1.6004029280","-2.986130911"," 1.6267656599","-1.074305982"," 0.8960172824","-1.400287e-01"," 3.183174e-01"," 1.535928138"," 1.384543572"," 6.929003e-01","-1.138740e+00","-0.5013752098","-1.973257167","-3.412814e-01","-0.3346153761"," 0.6758967902","-7.424475e-02"," 1.6120781319"," 0.3909455613"," 1.363493e-01","-0.1529720260","-1.9121562294"
"R_2vhLAshi5Tu1mNb"," 1.947821e+00"," 1.323912e+00","-0.7933529468","-1.014435207","-1.4639447521","-0.693904212"," 0.2475511777"," 9.395222e-01","-4.931691e-01"," 1.553956416"," 1.303202644","-1.608628e-02"," 4.077937e-02","-0.9254705826","-1.956381563","-4.323177e-01","-0.1519203306"," 0.5842380302"," 3.247385e-01"," 0.2562319992","-0.2100318246"," 3.083577e-01","-0.1871630808","-0.4921332844"
"R_UL6MchUzpEr2Y49","-4.713188e-01"," 8.994571e-01"," 0.6008947893","-0.416130453","-0.6129026873","-0.471099495"," 0.4686893383","-2.037345e-02"," 2.278361e-02"," 1.163810480"," 0.450058296"," 1.757693e-01"," 9.315957e-02","-0.3352064391","-1.547591194","-9.994561e-02","-2.2012561034"," 2.3012017112","-2.485597e+00","-0.3446056137"," 0.5682170281"," 1.637816e+00"," 0.6945655861","-0.0703959443"
"R_2qgGjzA8lONct2a"," 2.317943e+00"," 5.033725e-01","-0.4313903283","-2.561724633"," 0.1717996181","-1.243394065"," 0.8349698497"," 3.861027e-01"," 2.232147e-02"," 2.795153353"," 2.366878622"," 1.350441e+00","-9.131936e-01","-1.9665004503","-3.632778606","-1.588229e-01","-1.7878131832"," 1.9466360756","-1.791616e+00","-0.0265034975"," 0.3696577879"," 9.674623e-01"," 0.8339733706","-0.3529737311"
"R_82m90vD4NT3Jl7z"," 4.324637e+00"," 7.695705e-02","-1.3246314393","-3.773673090"," 0.6967104195","-1.560717932"," 0.5532971409"," 5.365583e-01"," 4.708625e-01"," 2.080734166"," 0.995865845"," 1.026246e+00","-7.805026e-01","-0.8769562884","-2.445386798","-4.273024e-01","-1.1149730692"," 1.5422754384","-1.848223e+00","-0.6730148444"," 0.0592800033"," 9.630930e-02"," 0.8730527172"," 1.4925956566"
"R_8vkB44N7l3AB7fr"," 1.745141e+00"," 6.660274e-01","-0.0250959556","-1.171035799","-1.2150365197","-0.189536160"," 0.1083426204"," 2.792246e-01","-1.980311e-01"," 1.632848947"," 1.644787887"," 1.333832e+00","-4.224393e-01","-1.8563784821","-2.332651143"," 1.037056e-02","-0.8997873444"," 0.8894167831","-3.568705e+00","-2.1215865037","-0.1938499024"," 3.025132e-01"," 3.2163863068"," 2.3652417614"
"R_3JCRBUzCZ19UoEK"," 7.522894e-01"," 5.813749e-01","-0.6384740540","-1.287020020"," 0.5918297948","-1.854917636"," 0.7334485280"," 7.350327e-01"," 3.864364e-01"," 2.470157032"," 2.232801470"," 1.397631e+00","-7.664488e-01","-2.1099047945","-3.224235742"," 2.174795e-01","-0.7253762871"," 0.5078967700"," 2.436501e-01"," 0.5718968830"," 0.5860164278"," 8.762932e-01","-0.3468832232","-1.9309734142"
"R_2SdWvAd3QcokzGi"," 5.073806e-01"," 1.568343e+00"," 0.2385895290","-1.525035301","-0.7892776839","-0.058374043"," 0.1781791235","-2.672434e-01"," 1.474383e-01"," 1.727730448"," 0.164053777"," 1.011600e+00","-3.768416e-01","-0.2323100430","-2.294232226"," 2.320677e-01","-0.9086973491"," 0.6766296819","-2.005839e-02"," 0.8770655547"," 0.9138782515"," 4.817922e-01","-0.1418029032","-2.1108746663"
"R_ZCVgjCOLD38wMKd"," 2.166791e+00"," 1.489784e-01","-1.0959867140","-0.482785049","-0.7369973090","-1.789031775"," 1.3506614530"," 3.148147e-01"," 1.235556e-01"," 0.841821558"," 0.373793618"," 2.734391e-01"," 7.324915e-01","-0.9555335357","-1.266012257"," 1.184528e-02","-1.9996397049"," 1.9877944291","-2.261703e+00","-0.8647247196"," 0.6698514035"," 8.657508e-01"," 0.5376659867"," 1.0531599601"
"R_3Gfa6ehhxdZrzzo"," 2.553779e+00"," 1.108599e-01","-1.2633590399","-2.540007895"," 1.1387284600","-0.585289457"," 1.1539309934","-4.608523e-01","-1.077892e-01"," 0.361216976"," 0.237122522"," 2.183234e-01"," 4.296755e-01","-0.2325074653","-1.013830876","-3.492603e-01","-1.7317992140"," 2.0810594700","-9.247367e-01"," 0.4878754764"," 1.0302054120"," 5.354619e-01"," 0.0847455507","-1.2135516374"
"R_2X05UYAsshb2AeC"," 1.678104e+00"," 5.590958e-01","-0.5788017096","-1.478800299","-0.1795981073","-1.457747671"," 1.3241442575"," 1.746374e-02"," 1.161397e-01"," 1.696541945"," 0.646591264"," 6.819492e-01","-4.475950e-01","-1.3279246868","-1.249562793"," 6.008948e-01","-0.7504015230"," 0.1495067291","-4.216058e-01","-0.3922074896"," 0.2240883554","-4.558545e-02"," 1.3804280825","-0.7451176801"
"R_W9Hxp3a4m90COm5"," 4.782395e-01"," 7.819142e-01"," 0.1693055315","-0.048273213","-1.3811859794","-2.117050230"," 0.7835800194"," 1.007151e+00"," 3.263190e-01"," 2.092630388"," 1.431090130"," 1.062082e+00","-2.420401e-01","-1.9261522529","-2.417609714"," 2.031704e-01","-0.0209680790","-0.1822023691","-2.472517e-01"," 0.1689153209"," 0.5812672646"," 9.781554e-01","-0.1827033356","-1.2983828865"
"R_1Fmtr3q5zdZSkto"," 3.560527e+00"," 4.027672e-01","-0.9023396388","-3.649152832"," 0.5881985721","-1.272595030"," 0.7246840428"," 3.933578e-01"," 1.545532e-01"," 2.008159738"," 1.733160383"," 7.985649e-01","-2.204581e-01","-1.5466648219","-2.772762059"," 4.964888e-01","-1.6880236884"," 1.1915349047","-2.762641e-01"," 0.6801783619"," 0.3335336732","-4.368102e-01"," 0.4810819296","-0.7817196959"
"R_vqvUqTS9VSEDgEp","-6.758745e-01","-4.940882e-01","-0.3475566129","-0.291464076"," 1.8089834530","-0.146172197"," 0.3984362390","-5.440993e-01"," 2.918352e-01"," 0.720403414"," 1.349282291"," 1.487198e-01"," 1.687184e-01","-0.3923681662","-1.994755732","-9.026915e-03"," 0.8901387477","-0.8811118325","-1.981670e+00","-0.1018221266"," 0.2201915183"," 8.047734e-01"," 1.1687191815","-0.1101915987"
"R_1o4E4xJnURe8XNe"," 1.635054e+00"," 1.515503e-01","-0.3763292882","-2.350657539"," 0.9403821950","-0.989283662"," 1.2282771236"," 6.205329e-02","-3.010467e-01"," 0.581953109"," 1.014762145"," 4.335533e-01"," 6.765800e-01","-0.4242566526","-2.282591962"," 4.758431e-01","-1.5202665344"," 1.0444234755","-1.231874e+00"," 0.8054176729"," 1.1785466794"," 1.369447e+00","-0.5115775458","-1.6099598013"
"R_6fHq04y7QaPmPrX"," 3.405692e+00"," 5.355043e-02","-1.5077423119","-3.116375869"," 1.1648756696","-0.442312458"," 0.5428369857","-1.387043e-01"," 3.817977e-02"," 2.632415926"," 2.145743475"," 8.386432e-01","-5.896548e-01","-2.1359431471","-2.891204712"," 1.660737e-01","-1.0861610263"," 0.9200873557","-3.184964e+00","-0.7523807180"," 0.1923524057"," 8.095021e-01"," 1.6818493728"," 1.2536407300"
"R_2DY7EdxHbQVJJrg"," 2.750642e+00"," 9.388624e-01","-1.1581387606","-1.648856856","-0.8825084513","-2.226063683"," 1.4638114629"," 8.876442e-01","-1.253919e-01"," 0.486356848"," 0.529688913","-3.305491e-02"," 4.471506e-01","-1.0234881770","-0.406653252"," 2.408515e-01","-1.8167443235"," 1.5758928265"," 8.817480e-01"," 0.3240047157"," 0.5751644614","-2.317478e-01","-0.4804194756","-1.0687499125"
"R_2alYdCgZhJDhf37"," 1.092444e+00"," 1.998893e-01","-0.1026071698","-1.308515622"," 0.1187890006","-0.673604366"," 0.1995677495","-1.136793e-01"," 5.877159e-01"," 3.953646281"," 2.538184290"," 1.248591e+00","-1.093783e+00","-2.6161903659","-4.030447595","-1.331707e-01","-1.1900413571"," 1.3232120131","-9.084433e-01","-0.1237494261"," 0.6041241449"," 8.872006e-01"," 0.3185719178","-0.7777039339"
"R_2tFoeD8qMv1y10Q"," 1.830233e-01","-2.699758e-02","-0.4528742419","-0.890482874"," 1.1873314102","-0.156203431"," 0.3937694630","-2.336689e-01","-3.897096e-03"," 0.810358475"," 1.342490712"," 2.600633e-01"," 7.884577e-02","-0.3004286316","-2.191329619"," 3.602045e-01","-2.1563944254"," 1.7961899370","-1.735409e+00"," 0.4354181848"," 0.5515914586"," 1.762743e+00","-0.2557117016","-0.7586314045"
"R_28SNtpuKvo3SFtH"," 1.768396e+00"," 7.947795e-01","-0.2654760370","-1.475771857","-0.8219274034","-2.625694767"," 0.6276419937"," 1.746527e+00"," 2.515255e-01"," 1.555004277"," 0.323743022"," 9.155893e-02"," 2.003509e-02","-0.9826381368","-1.007703176"," 3.016642e-01","-1.3831349363"," 1.0814707687"," 3.508419e-02"," 0.3155218997"," 0.4247329075"," 3.034581e-01","-0.3450688725","-0.7337282607"
"R_2ZOCLZYFyTsOt8f"," 7.655075e-02"," 2.647016e-02","-0.3146171615"," 0.872927034","-0.6613307809"," 0.143463904","-0.2260084982","-5.850671e-01"," 6.676117e-01"," 0.632311546"," 1.284626733"," 3.195334e-02","-3.637743e-01","-0.0636866635","-1.521430678","-9.552346e-02","-0.7997564254"," 0.8952798888","-2.059186e+00","-0.3309518831"," 0.4748804187"," 1.632309e+00"," 1.1733442768","-0.8903958398"
"R_1mIaWvPataCGkDP"," 3.119974e+00"," 8.815719e-03","-0.5211344030","-2.509451397","-0.0982043509","-1.078273271"," 0.0010688720"," 4.459429e-01"," 6.312615e-01"," 1.906509767"," 1.135660773"," 9.196717e-01"," 2.060958e-02","-1.4354840263","-2.546967765","-3.569259e-01","-1.3179805163"," 1.6749063758","-3.234801e+00","-0.8679497386","-0.3925491947"," 9.533499e-01"," 1.5515408453"," 1.9904096843"
"R_12KXbHvkhFU9Zbf"," 4.288179e+00"," 4.406570e-01","-1.3578667515","-3.523143691"," 0.1521747764","-0.647589230"," 0.4844187653"," 1.609139e-01"," 2.256542e-03"," 1.999207308"," 2.144563372"," 8.667206e-01","-5.621473e-01","-1.6134674221","-2.834876615","-2.289353e-01","-1.5908731156"," 1.8198084046","-7.214050e-01","-0.2160318855"," 0.1095988645"," 1.391082e-01"," 0.0096526448"," 0.6790771901"
"R_vZTSfyBmMaRk3bH","-3.514640e-01","-4.636050e-01","-0.2612608978"," 0.016623029"," 1.0597068995","-0.782979447"," 0.8340028065","-2.728586e-01"," 2.218352e-01","-0.799141944","-0.421132687","-9.970076e-02"," 5.947258e-01"," 1.4490909908","-0.723841423"," 1.856608e-01","-1.5262698708"," 1.3406091106","-2.050994e+00"," 0.0593496416","-0.1328911549"," 1.161823e+00"," 0.4935459435"," 0.4691667951"
"R_1kF8K1vwDJJp7Uw"," 3.319055e+00","-1.815270e-01","-1.5825523123","-3.160384744"," 1.6054090472","-0.130151591"," 0.2373794895"," 6.174291e-02","-1.689708e-01","-0.397875584"," 0.496181177"," 9.676498e-02"," 4.271350e-01","-0.6600747588"," 0.037869204"," 8.098299e-02","-0.3819631412"," 0.3009801481","-2.145083e+00","-0.1492454841"," 0.3652036324"," 2.226632e-01"," 1.4844114654"," 0.2220502358"
"R_2D7F9pMqhBe10DQ"," 3.826489e+00"," 2.073025e-01","-1.4018405669","-2.380057447","-0.2518935431","-1.918508847"," 1.4281261201"," 6.085032e-01","-1.181205e-01"," 0.587002147"," 0.364837309"," 2.133448e-02"," 4.110271e-01","-0.4500997833","-0.934101295"," 4.096038e-01","-0.6338966198"," 0.2242927843"," 6.076951e-01","-0.2418789394"," 0.8292913454","-3.132813e-01","-0.2499051585","-0.6319211305"
"R_3IRAeY8MMDma5t5"," 1.197020e+00","-4.288272e-02","-1.0690979141","-1.213042509"," 1.1280033573","-0.724376608"," 0.7300195955"," 8.406327e-02","-8.970625e-02"," 1.594137380"," 1.945670644"," 1.375014e+00","-7.369934e-01","-1.2642140513","-2.913614759"," 2.175855e-01","-0.6788018028"," 0.4612162655","-7.979310e-01"," 0.4372490330"," 0.8905422383"," 1.640637e+00","-0.3297163467","-1.8407811434"
"R_SN6f3upwfHpLMFH"," 1.835740e+00","-2.763645e-01","-0.7582545996","-1.300228516"," 0.4991080811","-1.336013753"," 0.6394682880"," 6.166715e-01"," 7.987399e-02"," 0.412170845","-0.315380268","-1.677731e-01"," 7.440196e-01","-0.5109758026","-0.162061323","-4.489418e-02","-2.0448786666"," 2.0897728446","-1.008551e+00","-1.4233528227"," 0.5746199121","-1.468826e-01"," 0.1758559940"," 1.8283102237"
"R_2zIT1sRsN53f9kR"," 4.301228e+00"," 2.330091e-01","-1.4638918944","-4.044044691"," 0.9736991803","-1.420067185"," 0.5890303024"," 3.125274e-01"," 5.185095e-01"," 1.674015822"," 1.490821771"," 9.327541e-01","-5.256953e-01","-0.9255867709","-2.646309694","-9.087835e-02","-1.0113195678"," 1.1021979211","-1.526879e+00","-0.6500712689","-0.2073046049"," 2.412545e-02"," 1.1769618375"," 1.1831674207"
"R_2TYmhz3qH2rDqwv"," 2.093784e+00"," 9.516171e-02","-1.0564645213","-3.363340567"," 2.2308598359","-1.058740351"," 0.6487885431","-1.233206e-01"," 5.332724e-01"," 1.623529840"," 1.094024125"," 9.186454e-01","-6.814057e-01","-0.2191492256","-2.735644434","-2.725855e-01","-1.0098017071"," 1.2823872045","-2.163432e+00"," 0.0169818845"," 0.3757394882"," 1.316171e+00"," 0.6702218526","-0.2156826729"
"R_12ScPgSsFUjTMa0"," 1.590999e+00"," 1.046409e+00","-0.6559165802","-1.587830261","-0.3936610713","-0.225266358"," 0.9863831225","-1.956031e-01","-5.655137e-01"," 3.007006200"," 2.022148454"," 6.429876e-01","-1.255048e-01","-2.3754669287","-3.171170573"," 6.942862e-01","-1.9281322822"," 1.2338460536"," 7.164889e-01","-0.1692727085"," 0.1974918563","-7.153011e-02"," 0.2512111875","-0.9243890917"
"R_3MxJBjRpQ5HVEAL"," 1.131176e+00"," 1.348632e-01"," 0.9844108027","-1.128947139","-1.1215031745","-1.917297734"," 1.0887527321"," 6.423996e-01"," 1.861454e-01"," 1.722789928"," 0.695298364"," 2.980025e-01","-5.104472e-02","-1.0772523410","-1.587793742"," 3.842444e-01","-2.1048812956"," 1.7206369244","-1.628777e+00","-0.6083954856"," 0.8622315457"," 4.574586e-01"," 0.2051745758"," 0.7123081588"
"R_3nAeYrzw4DYqE1U"," 2.315580e+00"," 3.974298e-01","-0.6629387816","-2.613073725"," 0.5630026073","-1.927776247"," 0.7970210935"," 4.938961e-01"," 6.368591e-01"," 3.009993232"," 2.509480206"," 9.638425e-01","-1.015825e+00","-2.1554353071","-3.312055940","-3.382394e-01","-0.8852219730"," 1.2234613292","-2.066926e+00","-0.3940189737"," 0.0503676963"," 7.296719e-01"," 1.0148890332"," 0.6660162483"
"R_YWdaab6VQIP7Jjb"," 1.873470e+00"," 7.484720e-01","-0.4295474221","-2.051603251","-0.1407912126","-0.510127070"," 0.5424424458"," 1.373673e-01","-1.696826e-01"," 3.733677256"," 2.219723012"," 4.674649e-01","-9.068212e-01","-2.5292690086","-2.984774952"," 2.693145e-01","-1.9609376144"," 1.6916231231","-3.963083e-01"," 0.7708134419"," 0.9822987366"," 3.376297e-01","-0.5370207366","-1.1574127556"
"R_2xWrDL2JXHcEA8R"," 1.568281e+00"," 9.214867e-02","-0.7026209932","-2.296263431"," 1.3384547440","-1.664948532"," 0.9962554986"," 6.025285e-01"," 6.616458e-02"," 1.147204936"," 0.632332686"," 9.870651e-01","-1.411909e-01","-0.8544271831","-1.770984653","-2.717811e-01","-2.2752864948"," 2.5470675646","-2.439720e+00","-0.4403076566","-0.2690928659"," 9.879488e-01"," 1.1145609907"," 1.0466109802"
"R_3EJPmpZxEwPnANa"," 1.163504e+00"," 2.775882e-01","-0.7539249917","-0.769876211"," 0.0827086480","-0.417292185"," 1.2171910919","-3.622971e-01","-4.376018e-01"," 0.348296280"," 0.911190015","-8.708277e-01","-3.166980e-01","-0.1589341759"," 0.086973591"," 9.148595e-02"," 0.0389383608","-0.1304243104"," 1.392190e+00"," 0.2676535679"," 0.4914778140"," 2.324678e-01","-0.1807991391","-2.2029900809"
"R_3GCFp0S0gqY3lPg"," 3.048405e+00"," 2.391653e-01","-0.9953541370","-3.263208963"," 0.9709923984","-2.110790988"," 0.8831714281"," 7.602181e-01"," 4.674015e-01"," 0.385665419"," 0.896780047","-5.949295e-03"," 5.274055e-02","-0.8584729031","-0.470763815"," 4.926335e-02"," 0.3601029977","-0.4093663499","-2.036562e+00","-1.2598333098","-0.3761522772"," 2.298919e-01"," 1.7168883960"," 1.7257671564"
"R_eqYrjZLls4o0u9H"," 2.531983e+00","-1.007479e-02","-1.2019439944","-2.942656084"," 1.6226914537","-1.556353056"," 1.1349139488","-1.238024e-01"," 5.452415e-01"," 2.151537853"," 1.338101550"," 9.916751e-01","-4.501310e-01","-1.3524197688","-2.678763698"," 1.968903e-01","-1.4040171827"," 1.2071269201"," 1.096818e+00"," 0.6983426113"," 0.6256150228"," 1.320336e-01","-0.6584728189","-1.8943359845"
